date,close_price_TONUSDT,return_TONUSDT,signal_TONUSDT,position_TONUSDT,signal_return_TONUSDT,cum_return_TONUSDT,cum_signal_return_TONUSDT
2024-11-19 00:00:00,5.4499,-0.023735311,0,0.5,-0.011867655,1.009550147,0.123283361
2024-11-20 00:00:00,5.2917,-0.029028056,0,0.5,-0.014514028,0.951216814,0.106979995
2024-11-21 00:00:00,5.5114,0.041517849,0,0.5,0.020758924,1.032227139,0.129959709
2024-11-22 00:00:00,5.4545,-0.010324056,0,0.5,-0.005162028,1.011246313,0.124126825
2024-11-23 00:00:00,6.318,0.158309653,0,0.5,0.079154826,1.329646018,0.213106889
2024-11-24 00:00:00,6.1544,-0.02589427,0,0.5,-0.012947135,1.269321534,0.19740063
2024-11-25 00:00:00,6.0823,-0.011715196,0,0.5,-0.005857598,1.242735988,0.190386739
2024-11-26 00:00:00,6.1385,0.009239926,0,0.5,0.004619963,1.263458702,0.195886281
2024-11-27 00:00:00,6.3757,0.038641362,0,0.5,0.019320681,1.350921829,0.218991619
2024-11-28 00:00:00,6.4387,0.009881268,0,0.5,0.004940634,1.374151917,0.22501421
2024-11-29 00:00:00,6.4537,0.002329663,0,0.5,0.001164831,1.379682891,0.226441145
2024-11-30 00:00:00,6.8265,0.057765313,1,1,0.028882656,1.517146018,0.261864023
2024-12-01 00:00:00,6.8419,0.002255914,1,1,0.002255914,1.522824484,0.264710681
2024-12-02 00:00:00,6.5731,-0.039287332,1,1,-0.039287332,1.42370944,0.215023572
2024-12-03 00:00:00,6.7801,0.03149199,1,1,0.03149199,1.500036873,0.253287082
2024-12-04 00:00:00,6.9007,0.017787348,1,1,0.017787348,1.5445059,0.275579736
2024-12-05 00:00:00,6.7979,-0.014897039,1,1,-0.014897039,1.506600295,0.256577374
2024-12-06 00:00:00,6.8037,0.000853205,1,1,0.000853205,1.508738938,0.257649492
