date,close_price_1000SHIBUSDT,return_1000SHIBUSDT,signal_1000SHIBUSDT,position_1000SHIBUSDT,signal_return_1000SHIBUSDT,cum_return_1000SHIBUSDT,cum_signal_return_1000SHIBUSDT
2021-05-31 00:00:00,0.009286,0.182327476,0,0.5,0.091163738,-0.733459629,-0.427445812
2021-06-01 00:00:00,0.008826,-0.049536937,0,0.5,-0.024768469,-0.746663222,-0.441627102
2021-06-02 00:00:00,0.009429,0.06832087,0,0.5,0.034160435,-0.729355033,-0.422552841
2021-06-03 00:00:00,0.009772,0.036377134,0,0.5,0.018188567,-0.719509745,-0.412049904
2021-06-04 00:00:00,0.00877,-0.102537863,0,0.5,-0.051268932,-0.748270616,-0.442193478
2021-06-05 00:00:00,0.008415,-0.040478905,0,0.5,-0.020239453,-0.758460346,-0.453483176
2021-06-06 00:00:00,0.00852,0.012477718,0,0.5,0.006238859,-0.755446482,-0.450073535
2021-06-07 00:00:00,0.007722,-0.093661972,0,0.5,-0.046830986,-0.778351847,-0.475827133
2021-06-08 00:00:00,0.007151,-0.073944574,0,0.5,-0.036972287,-0.794741525,-0.495207003
2021-06-09 00:00:00,0.007386,0.032862537,0,0.5,0.016431268,-0.787996211,-0.486912614
2021-06-10 00:00:00,0.00684,-0.073923639,0,0.5,-0.03696182,-0.803668303,-0.505877257
2021-06-11 00:00:00,0.0062,-0.093567251,0,0.5,-0.046783626,-0.82203852,-0.528994111
2021-06-12 00:00:00,0.00628,0.012903226,0,0.5,0.006451613,-0.819742243,-0.525955363
2021-06-13 00:00:00,0.006846,0.090127389,0,0.5,0.045063694,-0.803496082,-0.504593161
2021-06-14 00:00:00,0.00709,0.03564125,0,0.5,0.017820625,-0.796492437,-0.495764701
2021-06-15 00:00:00,0.009033,0.274047955,0,0.5,0.137023977,-0.740721605,-0.426672375
2021-06-16 00:00:00,0.008313,-0.079707738,0,0.5,-0.039853869,-0.7613881,-0.449521699
2021-06-17 00:00:00,0.007951,-0.043546253,0,0.5,-0.021773126,-0.771778754,-0.461507333
2021-06-18 00:00:00,0.007272,-0.085398063,0,0.5,-0.042699032,-0.791268406,-0.484500448
2021-06-19 00:00:00,0.007605,0.045792079,0,0.5,0.02289604,-0.781710152,-0.47269755
2021-06-20 00:00:00,0.007765,0.02103879,0,0.5,0.010519395,-0.777117598,-0.467150647
2021-06-21 00:00:00,0.006181,-0.203992273,0,0.5,-0.101996137,-0.822583886,-0.521499222
2021-06-22 00:00:00,0.006325,0.023297201,0,0.5,0.011648601,-0.818450587,-0.515925358
2021-06-23 00:00:00,0.006828,0.079525692,0,0.5,0.039762846,-0.804012744,-0.496677173
2021-06-24 00:00:00,0.007206,0.055360281,0,0.5,0.027680141,-0.793162835,-0.482745126
2021-06-25 00:00:00,0.007057,-0.020677213,0,0.5,-0.010338607,-0.797439651,-0.488092821
2021-06-26 00:00:00,0.007475,0.059231968,0,0.5,0.029615984,-0.785441603,-0.472932186
2021-06-27 00:00:00,0.007852,0.050434783,0,0.5,0.025217391,-0.774620397,-0.45964091
2021-06-28 00:00:00,0.008072,0.028018339,0,0.5,0.01400917,-0.768305634,-0.452070928
