date,close_price_DOGEUSDT,return_DOGEUSDT,signal_DOGEUSDT,position_DOGEUSDT,signal_return_DOGEUSDT,cum_return_DOGEUSDT,cum_signal_return_DOGEUSDT
2020-09-20 00:00:00,0.002775,-0.006444683,0,0.5,-0.003222342,-0.214992928,-0.100712831
2020-09-21 00:00:00,0.002593,-0.065585586,0,0.5,-0.032792793,-0.266478076,-0.130202969
2020-09-22 00:00:00,0.002641,0.018511377,0,0.5,0.009255688,-0.252899576,-0.122152399
2020-09-23 00:00:00,0.00254,-0.03824309,0,0.5,-0.019121545,-0.281471004,-0.138938201
2020-09-24 00:00:00,0.00263,0.035433071,0,0.5,0.017716535,-0.256011315,-0.123683169
2020-09-25 00:00:00,0.002689,0.02243346,0,0.5,0.01121673,-0.239321075,-0.11385376
2020-09-26 00:00:00,0.002696,0.002603198,0,0.5,0.001301599,-0.237340877,-0.112700353
2020-09-27 00:00:00,0.002696,0,0,0.5,0,-0.237340877,-0.112700353
2020-09-28 00:00:00,0.002645,-0.018916914,0,0.5,-0.009458457,-0.251768034,-0.121092838
2020-09-29 00:00:00,0.002673,0.010586011,0,0.5,0.005293006,-0.243847242,-0.116440778
2020-09-30 00:00:00,0.002633,-0.014964459,0,0.5,-0.00748223,-0.255162659,-0.123051771
2020-10-01 00:00:00,0.002627,-0.002278769,0,0.5,-0.001139385,-0.256859972,-0.124050952
2020-10-02 00:00:00,0.002589,-0.014465169,0,0.5,-0.007232585,-0.267609618,-0.130386328
2020-10-03 00:00:00,0.002589,0,0,0.5,0,-0.267609618,-0.130386328
2020-10-04 00:00:00,0.002635,0.017767478,0,0.5,0.008883739,-0.254596888,-0.122660907
2020-10-05 00:00:00,0.002611,-0.009108159,0,0.5,-0.00455408,-0.261386139,-0.126656379
