date,close_price_BTCUSDT,close_price_ETHUSDT,close_price_SOLUSDT,return_BTCUSDT,return_ETHUSDT,return_SOLUSDT,signal_BTCUSDT,signal_ETHUSDT,signal_SOLUSDT,position_BTCUSDT,position_ETHUSDT,position_SOLUSDT,signal_return_BTCUSDT,signal_return_ETHUSDT,signal_return_SOLUSDT,signal_basket_return,cum_signal_basket_return
10/24/2020,13110.88,412.34,1.9196,0.01431708,0.007181241,-0.022855688,1,1,0,0.5,0.5,0,0.00715854,0.00359062,0,0.010749,0.256458
10/25/2020,13023.81,406.14,1.7937,-0.006641049,-0.015036135,-0.065586581,1,1,0,0.5,0.5,0,-0.003320525,-0.007518068,0,-0.010839,0.242839
10/26/2020,13047.24,392.43,1.6786,0.001799013,-0.033756833,-0.064169036,1,1,0,0.5,0.5,0,0.000899506,-0.016878416,0,-0.015979,0.22298
10/27/2020,13629.38,403.6,1.7135,0.044617866,0.028463675,0.020791135,1,1,0,0.5,0.5,0,0.022308933,0.014231838,0,0.036541,0.267669
10/28/2020,13256.17,388.17,1.5196,-0.027382757,-0.038230922,-0.113160198,1,1,0,0.5,0.5,0,-0.013691378,-0.019115461,0,-0.032807,0.226081
10/29/2020,13446.65,386.94,1.4325,0.014369158,-0.003168715,-0.057317715,1,1,0,0.5,0.5,0,0.007184579,-0.001584357,0,0.0056,0.232947
10/30/2020,13549.12,382.4,1.4378,0.007620485,-0.011733085,0.003699825,1,1,0,0.5,0.5,0,0.003810243,-0.005866543,0,-0.002056,0.230412
10/31/2020,13783.73,386.29,1.5472,0.017315516,0.010172594,0.076088468,1,1,0,0.5,0.5,0,0.008657758,0.005086297,0,0.013744,0.247322
11/1/2020,13752.86,396.82,1.6076,-0.002239597,0.027259313,0.039038263,1,1,0,0.5,0.5,0,-0.001119798,0.013629656,0,0.01251,0.262926
11/2/2020,13540.54,383.16,1.4741,-0.015438243,-0.034423668,-0.083043046,1,1,0,0.5,0.5,0,-0.007719122,-0.017211834,0,-0.024931,0.23144
11/3/2020,14016.55,388.11,1.4131,0.035154433,0.012918885,-0.041381182,1,1,0,0.5,0.5,0,0.017577216,0.006459443,0,0.024037,0.261041
11/4/2020,14134.31,402.92,1.391,0.008401497,0.038159285,-0.015639374,1,1,0,0.5,0.5,0,0.004200748,0.019079642,0,0.02328,0.290398
11/5/2020,15598.75,417.14,1.4011,0.103608878,0.035292366,0.007260963,1,1,0,0.5,0.5,0,0.051804439,0.017646183,0,0.069451,0.380017
11/6/2020,15590.96,456.38,1.8998,-0.000499399,0.094069137,0.355934623,1,1,0,0.5,0.5,0,-0.000249699,0.047034569,0,0.046785,0.444581
11/7/2020,14824.34,435.58,2.0283,-0.049170802,-0.045576055,0.067638699,1,1,0,0.5,0.479016107,0,-0.024585401,-0.022788028,0,-0.047373,0.376147
11/8/2020,15473.2,454.75,2.1571,0.043769908,0.044010285,0.063501454,1,1,0,0.5,0.476805898,0,0.021884954,0.021081635,0,0.042967,0.435276
11/9/2020,15328.72,444.72,2.0393,-0.009337435,-0.022056075,-0.054610356,1,1,0,0.5,0.470921343,0,-0.004668718,-0.010516467,0,-0.015185,0.413481
11/10/2020,15294.68,450.67,2.2652,-0.002220668,0.013379205,0.110773305,1,1,0,0.5,0.470674363,0,-0.001110334,0.006300553,0,0.00519,0.420817
11/11/2020,15690.24,463.35,2.003,0.025862588,0.028135887,-0.115751369,1,1,0,0.5,0.47236473,0,0.012931294,0.01324284,0,0.026174,0.458006
11/12/2020,16289.02,462.68,1.9083,0.038162578,-0.001445991,-0.047279081,1,1,0,0.5,0.475232342,0,0.019081289,-0.000683035,0,0.018398,0.48483
11/13/2020,16320.54,476.8,2.0191,0.001935046,0.030517853,0.05806215,1,1,0,0.5,0.472751902,0,0.000967523,0.014503071,0,0.015471,0.507802
11/14/2020,16064.51,461,1.92,-0.015687594,-0.033137584,-0.049081274,1,1,0,0.5,0.461661736,0,-0.007843797,-0.015665856,0,-0.02351,0.472353
11/15/2020,15952.27,448.16,2.0431,-0.00698683,-0.027852495,0.064114583,1,1,0,0.5,0.463999124,0,-0.003493415,-0.012858431,0,-0.016352,0.448278
11/16/2020,16707.07,460.72,2.268,0.04731615,0.028025705,0.110077823,1,1,0,0.5,0.461142642,0,0.023658075,0.013003903,0,0.036662,0.501374
11/17/2020,17670.01,482.49,2.207,0.057636677,0.047252127,-0.026895944,1,1,0,0.5,0.453418114,0,0.028818339,0.021789971,0,0.050608,0.577356
11/18/2020,17788.32,478.61,2.1166,0.006695525,-0.008041617,-0.04096058,1,1,0,0.5,0.451827702,0,0.003347763,-0.003646215,0,-0.000298,0.576886
11/19/2020,17811.68,471.38,2.0797,0.001313221,-0.015106245,-0.01743362,1,1,0,0.5,0.45705655,0,0.000656611,-0.00682542,0,-0.006169,0.567158
11/20/2020,18664.31,510.37,2.1052,0.047869151,0.082714583,0.012261384,1,1,0,0.5,0.43944067,0,0.023934576,0.037805242,0,0.06174,0.663914
11/21/2020,18721.99,554.1,2.3991,0.00309039,0.085682936,0.139606688,1,1,0,0.5,0.421406892,0,0.001545195,0.037652567,0,0.039198,0.729136
11/22/2020,18435.2,560.42,2.1502,-0.01531835,0.011405883,-0.103747239,1,1,0,0.5,0.424156505,0,-0.007659175,0.004806518,0,-0.002853,0.724203
11/23/2020,18382.07,609.12,2.2826,-0.002881987,0.086899111,0.061575667,1,1,0,0.5,0.397509855,0,-0.001440993,0.036858823,0,0.035418,0.785271
11/24/2020,19179.64,605.72,2.2894,0.043388476,-0.005581823,0.002979059,1,1,0,0.5,0.399542815,0,0.021694238,-0.00221883,0,0.019475,0.820039
11/25/2020,18741.67,569.79,2.2673,-0.022835152,-0.059317837,-0.009653184,1,1,0,0.5,0.386475791,0,-0.011417576,-0.023700015,0,-0.035118,0.756123
11/26/2020,17155.34,520.25,1.9032,-0.08464187,-0.086944313,-0.160587483,1,1,0,0.445039101,0.353425227,0,-0.042320935,-0.033601872,0,-0.075923,0.622793
11/27/2020,17144.1,518.92,1.8558,-0.00065519,-0.002556463,-0.024905422,1,1,0,0.452732698,0.360324301,0,-0.000291585,-0.000903519,0,-0.001195,0.620854
11/28/2020,17717.74,537.46,1.8821,0.033459907,0.035728051,0.014171786,1,1,0,0.449204452,0.359058719,0,0.015148394,0.012873685,0,0.028022,0.666273
11/29/2020,18181.09,576.38,1.9093,0.026151755,0.072414691,0.014451942,1,1,0,0.447626186,0.350136568,0,0.011747485,0.026001126,0,0.037749,0.729173
11/30/2020,19720,617.42,1.959,0.08464344,0.071203026,0.026030482,1,1,0,0.417644837,0.341343155,0,0.03788862,0.024930783,0,0.062819,0.837798
12/1/2020,18772.7,585.98,1.9695,-0.048037525,-0.050921577,0.005359877,1,1,0,0.40135831,0.330059214,0,-0.020062624,-0.017381732,0,-0.037444,0.768984
12/2/2020,19207.01,596.96,2.116,0.023135191,0.018737841,0.074384362,1,1,0,0.40416105,0.336353814,0,0.009285501,0.006184597,0,0.01547,0.79635
12/3/2020,19434.3,616.2,2.0989,0.0118337,0.032229965,-0.008081285,1,1,0,0.406646619,0.335706318,0,0.004782721,0.010840672,0,0.015623,0.824414
12/4/2020,18664.2,567.68,1.8463,-0.039625816,-0.078740669,-0.120348754,1,1,0,0.395190847,0.315991589,0,-0.016113704,-0.02643374,0,-0.042547,0.746791
12/5/2020,19147.62,596.97,1.9776,0.025900923,0.05159597,0.071115203,1,1,0,0.439109685,0.31382063,0,0.010235808,0.016303892,0,0.02654,0.793151
12/6/2020,19375.02,601.86,1.8515,0.01187615,0.008191366,-0.063764159,1,1,0,0.439402079,0.329526711,0,0.005214932,0.00257062,0,0.007786,0.807112
12/7/2020,19172.88,591.84,1.8299,-0.010433021,-0.01664839,-0.011666217,1,1,0,0.458156717,0.335773324,0,-0.004584291,-0.005486089,0,-0.01007,0.788915
12/8/2020,18319.32,555.17,1.6617,-0.044519133,-0.061959313,-0.091917591,1,1,0,0.448850931,0.325834788,0,-0.02039674,-0.020804285,0,-0.041201,0.71521
12/9/2020,18537.98,573.27,1.6553,0.011936033,0.032602626,-0.003851477,1,1,0,0.450281327,0.326745884,0,0.005357499,0.01062307,0,0.015981,0.74262
12/10/2020,18253.51,559.71,1.5686,-0.015345253,-0.023653776,-0.052377213,1,1,0,0.447704696,0.324221667,0,-0.006909681,-0.007728774,0,-0.014638,0.717112
12/11/2020,18031.47,544.74,1.4406,-0.012164236,-0.026745993,-0.081601428,1,1,0,0.448170703,0.322464792,0,-0.005445985,-0.008671631,0,-0.014118,0.69287
12/12/2020,18800,568.34,1.4886,0.042621594,0.04332342,0.03331945,1,1,0,0.446214571,0.319638693,0,0.01910175,0.013970278,0,0.033072,0.748856
12/13/2020,19175.07,590.91,1.5636,0.019950532,0.039712144,0.05038291,1,1,0,0.445043281,0.318514365,0,0.008902218,0.012693538,0,0.021596,0.786625
12/14/2020,19270.7,586.33,1.5936,0.004987205,-0.007750757,0.019186493,1,1,0,0.448051367,0.32192014,0,0.002219522,-0.002468728,0,-0.000249,0.78618
12/15/2020,19424.91,588.8,1.7534,0.008002304,0.004212645,0.100276104,1,1,0,0.449266899,0.325193405,0,0.003585443,0.001356135,0,0.004942,0.795007
12/16/2020,21346.8,637.8,1.7869,0.098939455,0.083220109,0.019105737,1,1,0,0.411895905,0.314003037,0,0.044450222,0.02706263,0,0.071513,0.923373
12/17/2020,22816.99,643.12,1.6808,0.068871681,0.008341173,-0.059376574,1,1,0,0.406074268,0.316792579,0,0.028367963,0.002619154,0,0.030987,0.982973
12/18/2020,23124.35,654.51,1.7003,0.013470664,0.017710536,0.011601618,1,1,0,0.406030084,0.317528249,0,0.00547009,0.005610566,0,0.011081,1.004946
12/19/2020,23847.28,658.81,1.6683,0.031262717,0.0065698,-0.018820208,1,1,0,0.404278208,0.319121643,0,0.012693603,0.002086097,0,0.01478,1.034579
12/20/2020,23472.96,638.27,1.5638,-0.015696549,-0.031177426,-0.062638614,1,1,0,0.408240548,0.327336344,0,-0.006345773,-0.009949391,0,-0.016295,1.001426
12/21/2020,22730.1,608.18,1.5347,-0.031647479,-0.047143059,-0.018608518,1,1,0,0.40113307,0.336072558,0,-0.012919784,-0.015431636,0,-0.028351,0.944683
12/22/2020,23826.99,637.2,1.4905,0.048257157,0.047716137,-0.028800417,1,1,0,0.396514821,0.331393867,0,0.019357541,0.016036084,0,0.035394,1.013514
12/23/2020,23238.27,585.34,1.1975,-0.024708115,-0.08138732,-0.196578329,1,0,0,0.784502964,0,0,-0.009797134,-0.026971259,0,-0.036768,0.939481
12/24/2020,23737.44,612.31,1.3638,0.021480515,0.046075785,0.138872651,1,1,0,0.396801739,0.32650434,0,0.016851527,0,0,0.016852,0.972165
12/25/2020,24730,627.18,1.4448,0.041814113,0.024285084,0.059392873,1,1,0,0.396502926,0.33513577,0,0.016591913,0.007929185,0,0.024521,1.020524
12/26/2020,26508.83,637.9,1.3215,0.071930044,0.017092382,-0.085340532,1,1,0,0.425298635,0.360087011,0,0.028520473,0.005728269,0,0.034249,1.089725
12/27/2020,26305.64,685.97,1.3023,-0.007664993,0.075356639,-0.014528944,1,1,0,0.423850636,0.346927032,0,-0.003259911,0.027134947,0,0.023875,1.139617
12/28/2020,27102.66,731.07,1.5169,0.030298446,0.065746315,0.16478538,1,1,0,0.424421031,0.340138137,0,0.012842015,0.022809174,0,0.035651,1.215897
12/29/2020,27402.83,733.45,1.666,0.011075297,0.003255502,0.09829257,1,1,0,0.425058756,0.351175653,0,0.004700589,0.00110732,0,0.005808,1.228767
12/30/2020,28906.99,753.04,1.5304,0.054890681,0.026709387,-0.081392557,1,1,0,0.444113263,0.362674462,0,0.023331765,0.009379686,0,0.032711,1.301672
12/31/2020,28951.68,737.19,1.504,0.001545993,-0.021048019,-0.017250392,1,1,0,0.468804024,0.371782147,0,0.000686596,-0.007633579,0,-0.006947,1.285682
1/1/2021,29337.16,729.77,1.8382,0.013314599,-0.010065248,0.222207447,1,1,0,0.469273485,0.371012186,0,0.006241937,-0.003742079,0,0.0025,1.291397
1/2/2021,32199.91,775.02,1.7976,0.09758102,0.062005837,-0.022086824,1,1,0,0.42776388,0.36297987,0,0.045792185,0.023004921,0,0.068797,1.449038
1/3/2021,33054.53,980.24,2.1767,0.026541068,0.264793167,0.210892301,1,1,0,0.447316613,0.256886274,0,0.01135331,0.096114589,0,0.107468,1.712231
1/4/2021,32031.07,1043.11,2.4832,-0.030962776,0.064137354,0.140809482,1,1,0,0.432824187,0.25577483,0,-0.013850164,0.016476006,0,0.002626,1.719353
1/5/2021,33999.52,1101.29,2.1355,0.061454394,0.055775517,-0.140020941,1,1,0,0.423087372,0.254587138,0,0.026598948,0.014265973,0,0.040865,1.83048
1/6/2021,36823.68,1212.64,1.8753,0.083064702,0.1011087,-0.121845001,1,1,0,0.408804647,0.249772878,0,0.035143627,0.025740975,0,0.060885,2.002813
1/7/2021,39498.92,1227.12,2.3651,0.07264999,0.011940889,0.261184877,1,1,0,0.421181537,0.258629117,0,0.029699654,0.00298251,0,0.032682,2.100951
1/8/2021,40637.23,1218.39,3.222,0.028818763,-0.007114219,0.362310262,1,1,0,0.422332083,0.257198081,0,0.012137931,-0.001839944,0,0.010298,2.132885
1/9/2021,40136.04,1279.96,3.3776,-0.012333272,0.050533901,0.048292986,1,1,0,0.423640451,0.259868593,0,-0.005208736,0.012997222,0,0.007788,2.157284
1/10/2021,38221.67,1257.96,3.446,-0.047697032,-0.017188037,0.020251066,1,1,0,0.403752501,0.261089877,0,-0.020206392,-0.004466631,0,-0.024673,2.079384
1/11/2021,35408.46,1086.94,3.0988,-0.073602488,-0.135950269,-0.100754498,1,1,0,0.367051704,0.233501587,0,-0.029717189,-0.035495239,0,-0.065212,1.878571
1/12/2021,34056.9,1050.82,3.6276,-0.038170539,-0.033230905,0.170646702,1,1,1,0.236955658,0.154009802,0.081047282,-0.014010561,-0.007759469,0,-0.02177,1.815905
1/13/2021,37421.07,1130.4,3.5291,0.098780864,0.075731334,-0.027152939,1,1,1,0.225966394,0.152954245,0.080744595,0.023406685,0.011663368,-0.002200672,0.032869,1.908461
1/14/2021,39163.31,1234.86,3.2949,0.046557728,0.092409766,-0.066362529,1,1,1,0.225512557,0.150760616,0.080341231,0.010520482,0.014134466,-0.005358415,0.019297,1.964585
1/15/2021,36755.24,1168.79,3.2464,-0.061487908,-0.053504041,-0.014719718,1,1,1,0.223642408,0.149297674,0.080197307,-0.013866295,-0.008066302,-0.0011826,-0.023115,1.896059
1/16/2021,36025.66,1230.19,3.4259,-0.019849687,0.052532961,0.055292016,1,1,1,0.225753725,0.148972464,0.0807944,-0.004439232,0.007843049,0.004434271,0.007838,1.918758
1/17/2021,35869.83,1233.71,3.8328,-0.004325528,0.002861347,0.11877171,1,1,1,0.225016672,0.148762989,0.080234661,-0.000976504,0.000426262,0.009596089,0.009046,1.945161
1/18/2021,36686.86,1262.99,3.7933,0.022777638,0.023733292,-0.010305782,1,1,1,0.225363914,0.148919023,0.080303767,0.005125348,0.003530635,-0.000826881,0.007829,1.968219
1/19/2021,35891.03,1367.51,3.6276,-0.021692508,0.082756,-0.043682282,1,1,1,0.224631465,0.148955664,0.080579877,-0.004888708,0.012323943,-0.003507852,0.003927,1.979875
1/20/2021,35500,1379.24,3.7133,-0.010894923,0.008577634,0.023624435,1,1,1,0.227413969,0.151830295,0.080819297,-0.002447342,0.001277687,0.001903654,0.000734,1.982062
1/21/2021,30879.97,1111.23,2.9793,-0.13014169,-0.19431716,-0.197667843,1,1,1,0.198446782,0.130769845,0.076964791,-0.029596038,-0.029503232,-0.015975376,-0.075075,1.758184
1/22/2021,32986.34,1234.55,3.3286,0.06821153,0.110976126,0.117242305,1,1,1,0.196163425,0.13217257,0.080672212,0.013536359,0.014512331,0.009023529,0.037072,1.860436
1/23/2021,32086.48,1235.66,3.5094,-0.027279777,0.000899113,0.05431713,1,1,1,0.19442427,0.132042822,0.081461392,-0.005351295,0.000118838,0.004381883,-0.000851,1.858001
1/24/2021,32275.63,1394.24,3.6369,0.005895006,0.128336274,0.036330997,1,1,1,0.195508654,0.128575181,0.081495696,0.001146132,0.016945884,0.002959574,0.021052,1.918168
1/25/2021,32253.68,1318.61,3.7044,-0.00068008,-0.054244606,0.018559762,1,1,1,0.200201292,0.126364893,0.08283497,-0.000132961,-0.00697451,0.001512541,-0.005595,1.901841
1/26/2021,32474.14,1368.4,4.0447,0.006835189,0.037759459,0.09186373,1,1,1,0.200514893,0.12707262,0.08293614,0.001368414,0.00477147,0.007609529,0.013749,1.941738
1/27/2021,30381.04,1238.55,3.6727,-0.064454363,-0.094891844,-0.091972211,1,1,1,0.195012234,0.123265477,0.082703825,-0.01292406,-0.012058155,-0.00762782,-0.03261,1.845808
1/28/2021,33399.75,1329.86,3.8139,0.099361641,0.073723305,0.03844583,1,1,1,0.185722058,0.122600662,0.083048741,0.019376736,0.009087538,0.003179617,0.031644,1.935861
1/29/2021,34269.35,1381.99,3.8409,0.026036123,0.039199615,0.007079368,1,1,1,0.187658922,0.122533931,0.084251564,0.004835482,0.004805899,0.000587933,0.010229,1.965892
1/30/2021,34289.85,1380.48,4.2462,0.000598202,-0.001092627,0.105522143,1,1,1,0.187646887,0.122944285,0.08416054,0.000112258,-0.000133884,0.008890406,0.008869,1.992196
1/31/2021,33126.21,1313.12,4.2628,-0.033935407,-0.048794622,0.003909378,1,1,1,0.186028885,0.12175272,0.087385767,-0.006367873,-0.00599902,0.000329015,-0.012038,1.956176
2/1/2021,33546.09,1376.48,4.6234,0.01267516,0.048251493,0.084592287,1,1,1,0.195465104,0.122003781,0.087508875,0.002357946,0.00587475,0.007392162,0.015625,2.002366
2/2/2021,35504.06,1516.26,5.2529,0.058366564,0.101548878,0.13615521,1,1,1,0.192600355,0.140812537,0.089738506,0.011408626,0.012389347,0.011914789,0.035713,2.10959
2/3/2021,37652.51,1666,5.7373,0.060512798,0.09875615,0.092215728,1,1,1,0.190689712,0.13892144,0.090650552,0.011654786,0.013906104,0.008275302,0.033836,2.214806
2/4/2021,36976.93,1596,6.4358,-0.017942496,-0.042016807,0.121747163,1,1,1,0.193561495,0.138098848,0.093740921,-0.003421449,-0.005837035,0.011036448,0.001778,2.220522
2/5/2021,38362.65,1721.16,6.7101,0.037475258,0.078421053,0.042620964,1,1,1,0.199756395,0.139527707,0.097612167,0.007253767,0.010829857,0.003995328,0.022079,2.291628
2/6/2021,39249.54,1679.34,6.1325,0.02311858,-0.024297567,-0.086079194,0,1,1,0,0.208362648,0.153753202,0.004618084,-0.003390184,-0.008402377,-0.007174,2.268014
2/7/2021,38849.25,1611.99,6.7037,-0.010198591,-0.040105041,0.09314309,0,1,1,0,0.206859676,0.190321281,0,-0.008356393,0.014321048,0.005965,2.287507
2/8/2021,46451.32,1755.61,7.8917,0.195681255,0.089094846,0.177215568,1,1,1,0.169060721,0.136129849,0.120548976,0,0.018430131,0.033727894,0.052158,2.458977
2/9/2021,46492.54,1770.79,7.8335,0.000887381,0.008646567,-0.007374837,1,1,1,0.17139047,0.136505285,0.120163086,0.000150021,0.001177056,-0.000889029,0.000438,2.460492
2/10/2021,44850,1743.31,9.1102,-0.035329109,-0.015518497,0.162979511,1,1,1,0.175369289,0.146358625,0.120849074,-0.006055073,-0.002118357,0.019584121,0.011411,2.49998
2/11/2021,48060.21,1789.32,9.2215,0.071576589,0.026392323,0.012217075,1,1,1,0.174391482,0.14771957,0.125884214,0.012552335,0.003862744,0.001476422,0.017892,2.562602
2/12/2021,47361.03,1843.08,9.2344,-0.014548001,0.030044933,0.001398905,1,1,1,0.180518839,0.149285095,0.126758941,-0.002537048,0.004438225,0.0001761,0.002077,2.570001
2/13/2021,47221.62,1818.02,8.7627,-0.002943559,-0.013596805,-0.051080742,1,1,1,0.181737967,0.151823308,0.127698497,-0.000531368,-0.0020298,-0.006474941,-0.009036,2.537743
2/14/2021,48655.21,1803.59,8.7306,0.030358764,-0.007937206,-0.003663254,1,1,1,0.186218873,0.154228421,0.128031505,0.00551734,-0.001205053,-0.000467792,0.003844,2.551342
2/15/2021,47981.58,1781.34,8.8695,-0.013844972,-0.012336507,0.015909559,1,1,1,0.186559227,0.154553134,0.128017894,-0.002578195,-0.00190264,0.002036925,-0.002444,2.542662
2/16/2021,49197.94,1784.31,8.3036,0.025350562,0.001667284,-0.06380292,1,1,1,0.186623163,0.154535924,0.127426543,0.004729381,0.000257684,-0.008167915,-0.003181,2.531393
2/17/2021,52194.62,1849.86,8.2533,0.06091068,0.03673689,-0.006057614,1,1,1,0.184390687,0.154304445,0.127530759,0.011367344,0.005677169,-0.000771901,0.016273,2.588859
2/18/2021,51619.7,1941.26,8.9956,-0.011014928,0.049409144,0.089939782,1,1,1,0.185022953,0.15633095,0.128289378,-0.00203105,0.007624051,0.011470089,0.017063,2.650096
2/19/2021,56004.1,1958.58,11.5096,0.084936565,0.00892204,0.279469963,1,1,1,0.181006286,0.156333117,0.112506659,0.015715214,0.001394791,0.035853028,0.052963,2.843416
2/20/2021,55917.41,1914.58,9.9965,-0.001547922,-0.022465255,-0.131464169,1,1,1,0.205612522,0.191139177,0.119242242,-0.000280184,-0.003512063,-0.014790594,-0.018583,2.771994
2/21/2021,57487.43,1934.75,11.0851,0.028077481,0.010534948,0.108898114,1,1,1,0.208716021,0.201325972,0.119548332,0.005773082,0.002013641,0.012985255,0.020772,2.850346
2/22/2021,54121.1,1778.3,14.3413,-0.058557671,-0.080863161,0.293745659,1,1,1,0.203361005,0.19068872,0.106061837,-0.012221924,-0.016279854,0.035116803,0.006615,2.875816
2/23/2021,48930,1579.75,15.2413,-0.09591638,-0.111651577,0.062755817,1,1,1,0.188446517,0.190011313,0.106094713,-0.019505651,-0.021290696,0.006655997,-0.03414,2.743495
